AE4166,AE4166CP,0.9999999999999999
AE166CP,AE4166CP,0.9999999999999999
AE166CP,AE4166,0.9999999999999999
AE166CP,NE166CP,0.9999999999999999
AE4166CP,NE166CP,0.9999999999999999
AE4166,NE166CP,0.9999999999999999
AE9586,AE9586IK,0.9999999999999999
AE9586HE,AE9586IK,0.9999999999999999
JAE166,NE166CP,0.9999999999999999
IA6166CP,NE166CP,0.9999999999999999
AE1333CT,AI1333CT,0.9999999999999999
AE1664,NE166CP,0.9999999999999991
AE2523BA, 6166—–,0.9999999999999981
AE9586,AE9586HE,0.9999999999999944
AE2523BA,≈2523¬¿,0.9999999999999886
AE166CP,IA6166CP,0.9999999999999667
AE2523BA, 4166—–,0.9999999999999667
AE9586,AE986HB,0.9999999999999524
IAE41,NE166CP,0.9999999999999319
IAE166,NE166CP,0.9999999999994209
AE2523BA,—2523¬¿,0.9999999999994209
AE4166CI,NE166CP,0.9999999999991727
AE9586IH,AE9586IK,0.9999999999988182
AE166CP,AE4166CI,0.9999999999950779
AE4166CP,IA6166CP,0.9999999999950779
AE166CP,AE166LP,0.9999999999929684
AE4166,KE4166,0.9999999999929684
AE1664,AE166CP,0.9999999999856497
AE166CP,JAE166,0.9999999999794995
AE4166CI,AE4166CP,0.9999999999402317
AE166LP,AE4166CP,0.9999999999402317
AE9586IK,AE986HB,0.9999999999402317
AE9586,AE9586IH,0.9999999999146167
AE3408,AE3408EK,0.9999999999146167
AE4166CP,JAE166,0.9999999999146167
AE166CF,AE166CP,0.9999999998257485
FE166CP,NE166CP,0.9999999996443847
AE1333,AI1333CT,0.9999999996443847
AE9586HE,AE986HB,0.9999999994919782
JAE66,NE166CP,0.9999999994919782
AE1333,AE1333CT,0.9999999989632207
AE4166CP,AE466CP,0.9999999969773198
AE9586HE,AE9586IH,0.9999999969773198
43408EO,AE3408EK,0.9999999969773198
AE4166CP,IAE41,0.9999999969773198
43408EO,AE3408,0.9999999956818855
AE166CF,AE4166CP,0.9999999874107447
AE4876,XE4876,0.9999999874107447
AE166CP,IAE166,0.9999999874107447
AE166CP,IAE41,0.9999999874107447
AE4166CP,IAE166,0.9999999820153496
AE2523BA, 1166—–,0.9999999820153496
AE1664,AE4166CP,0.9999999632966318
AE2523BA,AF9491,0.9999999475666168
IAE4166,NE166CP,0.9999998929930956
AE9586,≈9586–ﬁ,0.9999997816185623
AE166CF,NE166CP,0.9999996880265176
AE9586IK,—9586ÕŒ,0.9999996880265176
AE166CP,AE466CP,0.9999995543235967
AE166CP,IAE4166,0.9999995543235967
AE4166,KC4166,0.9999995543235967
AE4166,AI4166,0.9999993633194239
AE986HB,≈9586–ﬁ,0.9999993633194239
IAE02,MAE02,0.9999990904563199
IAE02,IAE022,0.9999990904563199
JAE4166,NE166CP,0.9999990904563199
NE166CP,NE166LP,0.9999990904563199
AE4166,AE4166CI,0.9999987006518856
AE9586,—9586ÕŒ,0.9999987006518856
AE2523BA,AF9497,0.9999987006518856
IAE1664,NE166CP,0.9999981437884079
 4166—–, 6166—–,0.9999973482691541
AE9586HI,AE9586IK,0.9999962118130773
AE4166CP,IAE4166,0.9999945883043961
AE3408,AE3408IO,0.9999945883043961
AE166CP,JAE66,0.9999945883043961
IA6166CP,JAE166,0.9999945883043961
IAE022,MAE02,0.9999922690062802
AE3408EK,AE3408IO,0.9999922690062802
AE4166CP,JAE66,0.9999922690062802
AE4166CP,FE166CP,0.9999922690062802
 1166—–, 6166—–,0.9999922690062802
AE4166,IA6166CP,0.9999889557232575
AE9586,AE9586HI,0.9999889557232575
AE166CP,FE166CP,0.9999889557232575
AE166CP,JAE4166,0.9999889557232575
AE166CP,IAE66,0.9999842224617965
AE9586IH,AE986HB,0.9999842224617965
AE1664,IA6166CP,0.9999842224617965
AE4166CI,IA6166CP,0.9999842224617965
AE9586IK,—9586Õﬁ,0.9999774606597093
AC3408EO,AE3408EK,0.9999774606597093
AE4166CP,XE4166CP,0.9999678009424419
AE9586,AE9586HB,0.9999678009424419
AE3408,AI3408EO,0.9999678009424419
AE5930,AES9301,0.9999678009424419
IA6166CP,IAE166,0.9999678009424419
IA6166CP,IAE41,0.9999678009424419
AE4166CP,IAE66,0.9999540013463455
KC4166,KE4166,0.9999540013463455
AE9586IK,—9586Õ≈,0.9999540013463455
43408EO,AE3408IO,0.9999540013463455
AE3408EC,AE3408EK,0.9999540013463455
AE4166,JAE166,0.9999540013463455
≈2523¬¿,—2523¬¿,0.9999540013463455
EO172AX,—0172¿’,0.9999540013463455
AE9586IK,—9586Õ¬,0.9999342876376365
AE2523BA, 5166—–,0.9999342876376365
 1166—–, 4166—–,0.9999342876376365
AA8776,AA8776IK,0.9999342876376365
KADHH08,KADMH08,0.9999061251966236
AE4166,AIE4166,0.9999061251966236
AE166CF,AE4166,0.9999061251966236
AE466CP,NE166CP,0.9999061251966236
AE4166CP,JAE4166,0.9999061251966236
AA8776,AB776,0.9999061251966236
AE9586,—9586Õﬁ,0.9998658931380336
AE9586HE,—9586ÕŒ,0.9998658931380336
AE9586HE,AE9586HI,0.9998658931380336
AC3408EO,AE3408,0.9998658931380336
AE2523BA,XEE2523,0.9998658931380336
 6166—–,—2523¬¿,0.9998658931380336
KADHH08,KADWH08,0.9998084187686195
AE166CP,XE4166CP,0.9998084187686195
AE4166CP,AI4166,0.9998084187686195
34166CP,AE166CP,0.9998084187686195
AE4166CP,XE166CP,0.9998084187686195
AE9586IK,—9586–Œ,0.9998084187686195
AE1664,AE4166,0.9998084187686195
JAE664,NE166CP,0.9998084187686195
AE166CP,NE166LP,0.9998084187686195
Œ6006¿√,Œ6006¿Œ,0.9997263125265993
AE166CP,XE166CP,0.9997263125265993
AE4676,XE4876,0.9997263125265993
CE853KA,CG853KA,0.9997263125265993
46853KA,CG853KA,0.9997263125265993
—9586Õ≈,—9586ÕŒ,0.9997263125265993
AE9586,—9586Õ≈,0.9997263125265993
AE9586IK,≈9586–ﬁ,0.9997263125265993
AE5930,AIE593,0.9997263125265993
AE3166,NE166CP,0.9997263125265993
IAE416,NE166CP,0.9997263125265993
34166CP,AE4166CP,0.9996090178951418
